"formula","A","B1","B2","X","tolerance_factor","irA","rsA","rpA","rdA","XcA","eaA","ipA","hoalA","lualA","irB1","rsB1","rpB1","rdB1","XcB1","eaB1","ipB1","hoalB1","lualB1","irB2","rsB2","rpB2","rdB2","XcB2","eaB2","ipB2","hoalB2","lualB2","irX","rsX","rpX","rdX","XcX","eaX","ipX","hoalX","lualX" 
"Au2LiBF6","Au","Li","B","F","0.9917861346512614","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.27","0.769","0.776","0.0","2.04","26.7","37.93064","3","4","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Au2LiBCl6","Au","Li","B","Cl","0.934968633751859","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.27","0.769","0.776","0.0","2.04","26.7","37.93064","3","4","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Au2LiBI6","Au","Li","B","I","0.9031739566497226","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.27","0.769","0.776","0.0","2.04","26.7","37.93064","3","4","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Au2LiBBr6","Au","Li","B","Br","0.9215912255777704","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.27","0.769","0.776","0.0","2.04","26.7","37.93064","3","4","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Au2LiCoF6","Au","Li","Co","F","0.9256670590078441","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.545","1.181","0.355","0.0","1.88","118.4","33.5","7","8","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Au2LiCoCl6","Au","Li","Co","Cl","0.8844049416610505","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.545","1.181","0.355","0.0","1.88","118.4","33.5","7","8","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Au2LiCoI6","Au","Li","Co","I","0.8608256466618839","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.545","1.181","0.355","0.0","1.88","118.4","33.5","7","8","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Au2LiCoBr6","Au","Li","Co","Br","0.8745276068156743","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.545","1.181","0.355","0.0","1.88","118.4","33.5","7","8","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Au2LiCrF6","Au","Li","Cr","F","0.9102208863903114","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.615","1.453","0.416","0.0","1.66","64.3","30.96","7","8","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Au2LiCrCl6","Au","Li","Cr","Cl","0.8723955632097851","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.615","1.453","0.416","0.0","1.66","64.3","30.96","7","8","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Au2LiCrI6","Au","Li","Cr","I","0.8506726904249282","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.615","1.453","0.416","0.0","1.66","64.3","30.96","7","8","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Au2LiCrBr6","Au","Li","Cr","Br","0.8633054377089654","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.615","1.453","0.416","0.0","1.66","64.3","30.96","7","8","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Au2LiCuF6","Au","Li","Cu","F","0.926790441361009","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.54","1.191","0.325","0.312","1.9","118.4","36.841","7","8","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Au2LiCuCl6","Au","Li","Cu","Cl","0.8852754189658351","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.54","1.191","0.325","0.312","1.9","118.4","36.841","7","8","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Au2LiCuI6","Au","Li","Cu","I","0.8615601395344623","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.54","1.191","0.325","0.312","1.9","118.4","36.841","7","8","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Au2LiCuBr6","Au","Li","Cu","Br","0.8753403648145737","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.54","1.191","0.325","0.312","1.9","118.4","36.841","7","8","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Au2LiFeF6","Au","Li","Fe","F","0.9245463967088029","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.55","1.227","0.373","0.365","1.83","15.7","30.652","7","8","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Au2LiFeCl6","Au","Li","Fe","Cl","0.8835361745277882","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.55","1.227","0.373","0.365","1.83","15.7","30.652","7","8","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Au2LiFeI6","Au","Li","Fe","I","0.8600924050548464","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.55","1.227","0.373","0.365","1.83","15.7","30.652","7","8","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Au2LiFeBr6","Au","Li","Fe","Br","0.8737163567165873","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.55","1.227","0.373","0.365","1.83","15.7","30.652","7","8","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Au2LiGaF6","Au","Li","Ga","F","0.9091372900969896","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.62","0.96","0.298","0.276","1.81","28.9","30.71","8","9","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Au2LiGaCl6","Au","Li","Ga","Cl","0.8715502186717912","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.62","0.96","0.298","0.276","1.81","28.9","30.71","8","9","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Au2LiGaI6","Au","Li","Ga","I","0.8499566359717086","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.62","0.96","0.298","0.276","1.81","28.9","30.71","8","9","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Au2LiGaBr6","Au","Li","Ga","Br","0.8625148649638107","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.62","0.96","0.298","0.276","1.81","28.9","30.71","8","9","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Au2LiInF6","Au","Li","In","F","0.8717754836546474","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.8","1.093","1.382","0.483","1.78","28.9","28.03","11","12","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Au2LiInCl6","Au","Li","In","Cl","0.8421721214131914","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.8","1.093","1.382","0.483","1.78","28.9","28.03","11","12","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Au2LiInI6","Au","Li","In","I","0.8249579113843053","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.8","1.093","1.382","0.483","1.78","28.9","28.03","11","12","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Au2LiInBr6","Au","Li","In","Br","0.8349877948053911","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.8","1.093","1.382","0.483","1.78","28.9","28.03","11","12","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Au2LiMnF6","Au","Li","Mn","F","0.9178789948094607","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.58","1.278","0.392","0.389","1.55","0.0","33.668","7","8","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Au2LiMnCl6","Au","Li","Mn","Cl","0.8783592047551644","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.58","1.278","0.392","0.389","1.55","0.0","33.668","7","8","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Au2LiMnI6","Au","Li","Mn","I","0.8557190538427032","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.58","1.278","0.392","0.389","1.55","0.0","33.668","7","8","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Au2LiMnBr6","Au","Li","Mn","Br","0.8688802883214772","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.58","1.278","0.392","0.389","1.55","0.0","33.668","7","8","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Au2LiMoF6","Au","Li","Mo","F","0.8942334000953998","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.69","1.52","0.56","0.702","2.16","71.9","27.13","10","11","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Au2LiMoCl6","Au","Li","Mo","Cl","0.8598851105824936","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.69","1.52","0.56","0.702","2.16","71.9","27.13","10","11","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Au2LiMoI6","Au","Li","Mo","I","0.8400569746542345","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.69","1.52","0.56","0.702","2.16","71.9","27.13","10","11","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Au2LiMoBr6","Au","Li","Mo","Br","0.8515969552807245","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.69","1.52","0.56","0.702","2.16","71.9","27.13","10","11","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Au2LiNF6","Au","Li","N","F","1.0209563150821808","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.16","0.521","0.488","0.0","3.04","112.0","47.44924","3","4","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Au2LiNCl6","Au","Li","N","Cl","0.9568508783715833","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.16","0.521","0.488","0.0","3.04","112.0","47.44924","3","4","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Au2LiNI6","Au","Li","N","I","0.9213033608890417","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.16","0.521","0.488","0.0","3.04","112.0","47.44924","3","4","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Au2LiNBr6","Au","Li","N","Br","0.9418662325404813","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.16","0.521","0.488","0.0","3.04","112.0","47.44924","3","4","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Au2LiNbF6","Au","Li","Nb","F","0.8879945624203154","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.72","1.589","0.586","0.747","1.6","86.1","25.04","10","11","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Au2LiNbCl6","Au","Li","Nb","Cl","0.8549808228795518","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.72","1.589","0.586","0.747","1.6","86.1","25.04","10","11","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Au2LiNbI6","Au","Li","Nb","I","0.8358845062370777","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.72","1.589","0.586","0.747","1.6","86.1","25.04","10","11","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Au2LiNbBr6","Au","Li","Nb","Br","0.8470020076802889","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.72","1.589","0.586","0.747","1.6","86.1","25.04","10","11","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Au2LiNiF6","Au","Li","Ni","F","0.9134872292840567","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.6","1.139","0.339","0.325","1.91","112.0","35.19","7","8","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Au2LiNiCl6","Au","Li","Ni","Cl","0.8749414646588408","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.6","1.139","0.339","0.325","1.91","112.0","35.19","7","8","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Au2LiNiI6","Au","Li","Ni","I","0.8528281110932346","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.6","1.139","0.339","0.325","1.91","112.0","35.19","7","8","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Au2LiNiBr6","Au","Li","Ni","Br","0.865685875496766","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.6","1.139","0.339","0.325","1.91","112.0","35.19","7","8","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Au2LiPF6","Au","Li","P","F","0.9498449299520786","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.44","0.803","0.919","0.0","2.19","71.0","30.2027","5","6","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Au2LiPCl6","Au","Li","P","Cl","0.9030520338045064","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.44","0.803","0.919","0.0","2.19","71.0","30.2027","5","6","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Au2LiPI6","Au","Li","P","I","0.8765177808458244","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.44","0.803","0.919","0.0","2.19","71.0","30.2027","5","6","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Au2LiPBr6","Au","Li","P","Br","0.8919187808148497","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.44","0.803","0.919","0.0","2.19","71.0","30.2027","5","6","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Au2LiPdF6","Au","Li","Pd","F","0.8798102807390223","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.76","0.0","0.497","0.567","2.2","53.7","31.9373","10","11","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Au2LiPdCl6","Au","Li","Pd","Cl","0.8485281374238569","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.76","0.0","0.497","0.567","2.2","53.7","31.9373","10","11","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Au2LiPdI6","Au","Li","Pd","I","0.8303852660644653","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.76","0.0","0.497","0.567","2.2","53.7","31.9373","10","11","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Au2LiPdBr6","Au","Li","Pd","Br","0.8409519933397154","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.76","0.0","0.497","0.567","2.2","53.7","31.9373","10","11","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Au2LiRhF6","Au","Li","Rh","F","0.8994997923221099","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.665","1.364","0.496","0.589","2.28","109.7","31.06","10","11","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Au2LiRhCl6","Au","Li","Rh","Cl","0.864015202372035","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.665","1.364","0.496","0.589","2.28","109.7","31.06","10","11","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Au2LiRhI6","Au","Li","Rh","I","0.8435659845734251","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.665","1.364","0.496","0.589","2.28","109.7","31.06","10","11","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Au2LiRhBr6","Au","Li","Rh","Br","0.8554643347324988","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.665","1.364","0.496","0.589","2.28","109.7","31.06","10","11","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Au2LiRuF6","Au","Li","Ru","F","0.8963325395322433","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.68","1.41","0.515","0.622","2.2","101.3","28.47","10","11","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Au2LiRuCl6","Au","Li","Ru","Cl","0.8615324000663681","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.68","1.41","0.515","0.622","2.2","101.3","28.47","10","11","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Au2LiRuI6","Au","Li","Ru","I","0.8414570696119915","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.68","1.41","0.515","0.622","2.2","101.3","28.47","10","11","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Au2LiRuBr6","Au","Li","Ru","Br","0.8531397033881172","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.68","1.41","0.515","0.622","2.2","101.3","28.47","10","11","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Au2LiSbF6","Au","Li","Sb","F","0.8798102807390223","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.92","1.586","0.0","0.0","0.98","59.6","5.39172","2","3","0.76","0.969","1.193","0.44","2.05","103.2","25.3","11","12","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
